@RELATION model
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {not_sick,sick}

@DATA
0.092750,0.008226,3.109277,0.156399,0.160763,0.700993,0.015700,0.142822,-29.057282,0.798989,-0.761997,-0.292961,-0.562896,0.060351,-0.303404,-0.318804,-0.069695,-0.286821,-0.158730,0.032583,-0.022142,0.012923,0.006142,0.013996,0.016718,0.013401,0.016849,0.008148,0.003495,0.007882,0.009816,0.013155,0.012404,0.014510,0.000626,0.001073,-0.000387,0.001063,0.001243,0.000349,0.000143,0.000817,0.261216,-0.019469,-0.022094,0.006774,-0.006484,0.003765,0.005077,0.002644,0.007484,-0.005285,-0.005999,-0.001102,0.002819,0.000009,0.000311,0.000005,0.000001,-0.001666,0.000001,0.000001,0.000024,0.001100,0.000010,0.000003,0.000002,-0.000154,0.057947,0.011216,0.229153,0.053482,0.028812,0.495247,0.042641,0.094985,2.513142,0.825551,0.536919,0.460826,0.286632,0.396669,0.289208,0.280256,0.290358,0.270535,0.275981,0.319412,0.352737,0.017599,0.006398,0.019163,0.018677,0.017921,0.021986,0.008852,0.003656,0.010915,0.014591,0.018195,0.015616,0.009966,0.043913,0.010226,0.320194,0.039975,0.029040,0.361016,0.061195,0.069371,1.701587,0.597990,0.413325,0.442288,0.315211,0.354227,0.277588,0.295016,0.275236,0.236917,0.320129,0.303661,0.283338,0.020833,0.008046,0.022199,0.022345,0.019651,0.028882,0.011049,0.004770,0.012631,0.017110,0.021109,0.017755,0.011549,sick
0.235436,0.001044,2.951288,0.319494,0.282463,1.617734,0.004643,0.508421,-32.095020,1.498420,-0.799172,0.025642,-0.621101,0.127427,-0.006388,-0.179586,-0.125223,-0.223309,0.100991,-0.178742,0.208527,0.006855,0.005467,0.009996,0.016610,0.023229,0.012728,0.016040,0.005332,0.007442,0.006349,0.006826,0.005086,0.012116,-0.000268,0.000009,0.004646,-0.000141,-0.000117,-0.002087,0.000019,-0.000100,0.048422,-0.011110,-0.006698,-0.006099,-0.013140,0.001940,0.008715,-0.006179,0.001742,-0.000773,-0.000901,-0.002111,0.006646,-0.000069,-0.000073,-0.000073,-0.000079,0.000163,-0.000034,-0.000058,0.000018,-0.000010,-0.000047,-0.000168,-0.000059,0.000050,0.082129,0.003099,0.415162,0.062941,0.029815,0.599492,0.004251,0.221258,1.856319,0.549825,0.414365,0.376533,0.290322,0.250752,0.282958,0.239374,0.257497,0.266111,0.245791,0.226073,0.202755,0.004180,0.004521,0.009499,0.024676,0.025309,0.014948,0.018044,0.006426,0.007192,0.005259,0.004756,0.003723,0.008918,0.080766,0.004122,0.540812,0.076032,0.036542,0.557571,0.004581,0.223578,1.510987,0.514846,0.463993,0.424856,0.310318,0.343651,0.361169,0.293687,0.322003,0.262198,0.246277,0.252890,0.248903,0.005119,0.006316,0.010579,0.022075,0.026417,0.019960,0.020242,0.007206,0.009054,0.006941,0.006412,0.005189,0.008002,sick
0.303953,0.001783,2.817226,0.362353,0.289559,2.013509,0.002022,0.656397,-32.153379,1.016978,-0.820731,0.195786,-0.536339,0.127819,0.010152,-0.013465,0.014999,-0.172429,0.145057,-0.094587,0.091725,0.006932,0.005798,0.009060,0.009461,0.010657,0.009011,0.007802,0.005060,0.004824,0.005989,0.006650,0.005469,0.005510,0.000371,-0.000189,0.021440,0.001603,0.000324,0.016676,0.000011,0.008269,-0.089527,-0.012270,0.004239,0.007042,0.007493,0.003409,-0.002047,0.001568,-0.000669,-0.003222,0.001276,0.001040,0.002853,-0.000315,-0.000074,0.000006,-0.000059,0.000065,0.000188,0.000029,0.000023,0.000011,-0.000162,-0.000202,-0.000437,-0.000085,0.061269,0.005295,0.538076,0.053536,0.027980,0.488612,0.001496,0.160888,2.056006,0.631794,0.339458,0.352291,0.259357,0.201490,0.211898,0.244656,0.227482,0.224765,0.185919,0.175522,0.175704,0.005616,0.004162,0.008357,0.009867,0.008315,0.011521,0.005494,0.006972,0.003349,0.004050,0.004658,0.004782,0.003904,0.075632,0.007110,0.751332,0.065381,0.034045,0.542539,0.001746,0.204613,1.798882,0.578810,0.434772,0.381774,0.326015,0.276490,0.250113,0.261510,0.273749,0.295323,0.237467,0.254290,0.236491,0.007633,0.004895,0.008740,0.013314,0.009672,0.014008,0.007266,0.008820,0.004624,0.005275,0.006218,0.005598,0.004697,sick
0.102004,0.003085,3.002897,0.180528,0.186880,0.777117,0.005284,0.160991,-33.717319,1.942741,0.030121,0.040024,-0.081142,-0.033935,-0.136853,-0.351016,-0.028987,-0.103299,-0.054136,-0.103475,0.056825,0.027486,0.004881,0.020294,0.034139,0.016662,0.006855,0.031280,0.005626,0.013936,0.012182,0.012865,0.004778,0.020127,0.001390,0.000000,-0.002694,0.000451,-0.000663,0.015865,0.000023,0.002833,0.032001,-0.016884,-0.002314,-0.011886,-0.001215,0.005613,-0.000580,-0.009412,-0.004307,0.002555,-0.009107,-0.000500,0.002056,-0.000721,-0.000047,-0.000156,0.000177,-0.000110,0.000012,-0.000620,-0.000057,0.000045,0.000047,-0.000071,0.000007,-0.000176,0.050508,0.009109,0.309700,0.042749,0.021436,0.457951,0.003536,0.132470,2.623224,0.513424,0.481069,0.696621,0.304606,0.340861,0.227477,0.251132,0.277241,0.226252,0.307717,0.235096,0.194265,0.031452,0.005001,0.015828,0.031689,0.020132,0.007085,0.029145,0.006636,0.012232,0.009558,0.013380,0.006387,0.011582,0.051903,0.012473,0.410296,0.045978,0.022747,0.536183,0.003760,0.160128,2.208173,0.597463,0.480549,0.473204,0.369339,0.396686,0.300900,0.302520,0.293197,0.274438,0.309881,0.266946,0.231473,0.030966,0.006653,0.020126,0.035463,0.021715,0.009544,0.034042,0.009401,0.014937,0.013220,0.018353,0.007551,0.013024,sick
0.144145,0.003115,3.122369,0.196548,0.172725,1.407691,0.002809,0.228098,-31.642959,1.423097,-0.055338,-0.412327,0.108641,0.094869,0.005091,-0.092702,-0.273806,-0.099865,-0.107995,0.033371,-0.044760,0.010144,0.003230,0.018141,0.011821,0.015826,0.013366,0.014093,0.008461,0.009726,0.006926,0.017641,0.006541,0.011769,-0.000631,-0.000000,-0.000282,-0.000348,0.000107,-0.004455,0.000015,-0.000484,-0.005698,0.003909,-0.007811,-0.005135,-0.003667,-0.001677,0.003439,0.000559,-0.002806,-0.001650,-0.002706,-0.000694,-0.002505,-0.000058,0.000047,0.000224,0.000117,0.000037,0.000045,-0.000005,0.000063,0.000025,0.000053,0.000026,-0.000013,0.000033,0.047090,0.005765,0.277580,0.031073,0.016558,0.515105,0.001956,0.085383,3.069300,0.625802,0.415679,0.327265,0.254951,0.275050,0.236854,0.267375,0.269907,0.177191,0.174623,0.162171,0.188815,0.008924,0.002417,0.016929,0.008622,0.013355,0.012545,0.011347,0.007777,0.010148,0.006721,0.017587,0.006966,0.007363,0.033484,0.005084,0.371010,0.022340,0.016635,0.356181,0.001899,0.067797,1.491182,0.441200,0.388230,0.294396,0.277576,0.236774,0.215201,0.275961,0.281859,0.193512,0.205617,0.213401,0.201968,0.009488,0.003137,0.018395,0.010319,0.016607,0.015968,0.013990,0.009939,0.010452,0.008083,0.016434,0.007815,0.006696,sick
0.120717,0.014905,2.962223,0.157273,0.145789,1.145338,0.005262,0.182459,-25.171497,-0.150909,-0.169865,-0.416394,-0.158446,-0.103356,0.069615,-0.278996,-0.164080,-0.101746,-0.159137,0.003246,-0.168343,0.007483,0.004331,0.010935,0.008803,0.008479,0.007803,0.008142,0.006532,0.009557,0.007721,0.009599,0.005939,0.009097,0.000404,0.000003,-0.000700,0.000442,0.000205,0.002509,0.000017,0.001270,-0.002167,-0.006561,0.002777,0.002913,0.001253,0.001995,0.002198,-0.000174,-0.000321,-0.001143,0.002581,-0.001328,-0.000173,0.000039,0.000003,-0.000127,-0.000031,0.000014,-0.000078,-0.000053,-0.000004,-0.000007,0.000015,0.000007,-0.000067,-0.000020,0.033121,0.015683,0.362819,0.026627,0.022539,0.320685,0.003036,0.059925,1.961545,0.811129,0.575631,0.401892,0.436656,0.359434,0.344326,0.329560,0.313063,0.344995,0.338278,0.261566,0.259847,0.007561,0.006431,0.012790,0.011754,0.009470,0.009316,0.006820,0.009697,0.014714,0.008727,0.012480,0.006667,0.007028,0.035349,0.019378,0.524307,0.031745,0.027565,0.382985,0.003387,0.068271,2.063707,0.863140,0.604131,0.458837,0.478890,0.461693,0.422833,0.413195,0.361295,0.407156,0.361950,0.322926,0.297526,0.008764,0.009156,0.015489,0.015632,0.013203,0.013225,0.008417,0.013273,0.019549,0.011683,0.016652,0.009068,0.009038,sick
0.072196,0.043810,2.967398,0.172994,0.194171,0.654799,0.018205,0.111289,-26.974682,1.139797,0.122419,0.100583,-0.156617,0.116430,0.117512,-0.034357,0.050769,-0.046089,0.023027,0.049988,0.075027,0.005414,0.004753,0.018423,0.006503,0.048940,0.006839,0.081731,0.001668,0.006472,0.005972,0.006499,0.002205,0.030923,-0.000948,0.000218,-0.000322,-0.000700,0.000144,-0.011105,0.000091,-0.001243,0.026177,0.041649,-0.011887,-0.003127,-0.008602,-0.003641,0.001509,-0.007707,-0.003304,-0.006779,-0.006998,0.006730,-0.000492,0.000034,0.000001,0.000006,0.000169,0.000031,0.000026,-0.000078,-0.000095,0.000110,0.000139,0.000101,0.000005,0.000020,0.056527,0.061225,0.298117,0.058778,0.026349,0.527654,0.030288,0.103740,3.378002,0.949549,0.726966,0.605069,0.490442,0.311340,0.322906,0.364847,0.273600,0.331048,0.272366,0.248655,0.238571,0.008079,0.008701,0.022071,0.011181,0.048415,0.010430,0.082129,0.002592,0.009632,0.008292,0.006771,0.002690,0.021328,0.044451,0.050460,0.355228,0.051914,0.030678,0.437447,0.038194,0.097793,2.659338,0.830753,0.540177,0.593280,0.416485,0.365506,0.389757,0.347224,0.301869,0.347210,0.331154,0.293927,0.262595,0.011024,0.011485,0.027484,0.014050,0.047705,0.012743,0.084740,0.002847,0.011343,0.011134,0.009528,0.003425,0.019867,sick
0.061212,0.024016,2.979261,0.120587,0.143557,0.466532,0.015803,0.094501,-26.703054,0.609799,-0.594184,0.421495,-0.474236,0.084257,-0.000847,0.115202,-0.032168,-0.273107,-0.048158,0.019605,-0.051305,0.013907,0.005718,0.013366,0.014263,0.028534,0.013417,0.017493,0.002348,0.004378,0.009086,0.013035,0.007068,0.014923,-0.000419,-0.000340,0.002041,-0.000815,-0.001192,0.000488,-0.000003,-0.000592,-0.292482,-0.019729,0.015908,-0.000095,-0.000104,0.000560,-0.000692,-0.004621,0.008080,0.001021,-0.002071,-0.004209,0.000274,-0.000079,-0.000125,-0.000089,-0.000041,0.001674,-0.000814,-0.000153,-0.000063,-0.000034,-0.000093,-0.000093,-0.000024,0.000278,0.030805,0.028681,0.383553,0.044433,0.043367,0.350904,0.042402,0.061173,3.787167,0.960374,0.530550,0.548513,0.461417,0.305010,0.355490,0.344490,0.315031,0.311190,0.243585,0.204236,0.234936,0.013426,0.005159,0.011034,0.016119,0.030617,0.016688,0.017980,0.003197,0.005088,0.008618,0.011183,0.006582,0.008454,0.024973,0.033488,0.543971,0.044227,0.046372,0.394292,0.061226,0.067775,2.155827,0.883970,0.679677,0.549364,0.436119,0.387822,0.418833,0.431948,0.380227,0.360157,0.317365,0.262095,0.293374,0.017436,0.006596,0.014726,0.020629,0.032157,0.021411,0.021624,0.004098,0.006645,0.010959,0.014057,0.008056,0.009825,sick
0.052385,0.020235,2.886485,0.130501,0.169839,0.368462,0.014103,0.070860,-27.251626,2.412348,0.103491,-0.104592,-0.080029,0.157995,-0.265948,-0.081038,-0.190178,-0.094670,0.084525,-0.278506,-0.088733,0.023150,0.009739,0.020244,0.013504,0.013256,0.013866,0.037895,0.004992,0.009293,0.034582,0.018415,0.006902,0.026295,0.000590,-0.000039,-0.000446,0.001776,0.001134,0.007392,0.000018,0.000017,-0.131470,-0.022132,-0.000728,-0.008687,-0.003689,-0.000836,-0.000695,-0.001420,0.001447,-0.002201,-0.004815,-0.002409,0.001219,0.000056,0.000017,-0.000060,0.000084,0.000213,0.000095,-0.000418,0.000004,0.000030,-0.000141,-0.000039,0.000014,-0.000141,0.042774,0.027257,0.398765,0.043022,0.034197,0.413525,0.012384,0.078989,3.282905,1.042328,0.713446,0.624570,0.657814,0.471452,0.394217,0.382930,0.351160,0.364495,0.326969,0.319564,0.263265,0.037689,0.015592,0.029194,0.015379,0.012651,0.019569,0.039885,0.009119,0.011563,0.034372,0.021135,0.010546,0.013525,0.040871,0.030876,0.521692,0.045943,0.041074,0.395037,0.014069,0.083676,2.791593,0.864141,0.712482,0.471026,0.505691,0.456738,0.467559,0.354671,0.342675,0.361397,0.329765,0.310058,0.302661,0.047265,0.018394,0.034103,0.019324,0.014841,0.025068,0.041085,0.010617,0.014468,0.038967,0.025955,0.013086,0.016656,sick
0.056597,0.012930,3.027005,0.135656,0.172501,0.396930,0.011877,0.070254,-28.053902,2.004614,-0.293348,-0.049567,-0.047926,0.199396,0.086168,0.089195,-0.154814,-0.242280,-0.074696,-0.054047,-0.069798,0.016946,0.004801,0.046401,0.029859,0.030001,0.010693,0.062013,0.006041,0.004865,0.010007,0.017039,0.002409,0.032566,0.000250,-0.000826,-0.000797,0.001122,0.001248,0.003355,0.000017,0.000082,-0.049448,-0.000868,0.016473,0.016693,0.006806,-0.001497,-0.012432,-0.000125,0.009284,0.003812,-0.012093,-0.002564,0.002350,0.000463,0.000021,0.000190,0.000101,0.000072,-0.000155,-0.000165,-0.000784,0.000159,0.000445,0.000379,0.000005,-0.000101,0.021317,0.012265,0.363008,0.025116,0.028007,0.252127,0.011221,0.046764,2.000410,0.566864,0.423468,0.415852,0.398157,0.388604,0.289029,0.327998,0.307159,0.348885,0.322682,0.210380,0.262825,0.020801,0.006614,0.040996,0.035256,0.029964,0.016084,0.044834,0.009441,0.006342,0.010332,0.011989,0.004334,0.013210,0.021747,0.013329,0.517560,0.024053,0.033780,0.247273,0.016297,0.048741,1.748926,0.576335,0.395255,0.360809,0.382712,0.349190,0.315067,0.333341,0.286066,0.310462,0.280517,0.235572,0.292270,0.027264,0.008334,0.044408,0.039301,0.037964,0.022247,0.045601,0.009531,0.009736,0.012113,0.014337,0.005371,0.016190,sick
0.064251,0.009569,3.066159,0.161643,0.197699,0.369874,0.006544,0.056933,-27.022771,2.281295,0.018818,0.163954,0.044423,0.156976,-0.216989,0.080867,0.015536,-0.012419,0.045385,0.007002,-0.028968,0.019958,0.010509,0.041863,0.027854,0.023249,0.008371,0.040032,0.004491,0.009409,0.014139,0.029805,0.005144,0.025516,0.001506,0.000052,-0.000078,0.000677,-0.000690,0.017839,0.000070,0.003339,0.031522,-0.006150,-0.005623,-0.004495,0.002712,-0.003632,0.003073,-0.000193,-0.000372,-0.003497,-0.000182,-0.004236,-0.000108,0.000060,0.000016,-0.000382,-0.000308,-0.000424,-0.000035,-0.000308,-0.000018,-0.000068,-0.000223,-0.000313,-0.000002,-0.000146,0.027980,0.016081,0.201860,0.034809,0.027723,0.254431,0.003991,0.052604,2.156802,0.623516,0.818695,0.356527,0.483972,0.338080,0.338598,0.271272,0.261853,0.201680,0.211182,0.201632,0.207666,0.021986,0.016562,0.035677,0.021793,0.018586,0.010550,0.040298,0.007712,0.010240,0.015408,0.025252,0.005739,0.010922,0.029299,0.015881,0.284045,0.029734,0.022503,0.289645,0.004620,0.057671,1.150871,0.460314,0.539112,0.339899,0.390679,0.308286,0.318819,0.287237,0.257850,0.223768,0.234008,0.244233,0.233543,0.028068,0.019948,0.038890,0.022041,0.023087,0.013618,0.041503,0.009478,0.013814,0.020176,0.030559,0.007087,0.013859,sick
0.130939,0.006787,2.955271,0.196174,0.182229,1.104562,0.004199,0.213076,-28.587554,1.443808,0.198319,0.208719,-0.361170,0.163623,-0.244067,0.039679,-0.041623,-0.015325,-0.055151,0.026994,0.038997,0.020430,0.004723,0.026440,0.012375,0.013594,0.009021,0.032062,0.001513,0.011000,0.009641,0.020798,0.004161,0.016597,0.001552,0.000000,0.009250,0.001052,-0.000240,0.019871,0.000010,0.004274,0.003334,-0.004541,-0.001603,-0.004904,-0.003188,-0.004463,-0.001588,-0.000183,0.002924,-0.001016,0.001661,0.000519,-0.003441,0.000032,0.000015,-0.000490,0.000003,-0.000105,0.000007,-0.001766,0.000010,0.000030,-0.000010,-0.000475,0.000005,-0.000463,0.054233,0.009459,0.464175,0.046705,0.023106,0.590133,0.002746,0.134423,2.578955,0.773365,0.499226,0.361531,0.473674,0.314175,0.225208,0.253039,0.252898,0.187378,0.193323,0.238791,0.181256,0.021061,0.005036,0.024197,0.013199,0.010677,0.009109,0.036608,0.001829,0.012724,0.007960,0.019384,0.003499,0.012525,0.044448,0.008562,0.577416,0.036646,0.021373,0.501579,0.003172,0.119859,1.756513,0.732432,0.417159,0.443274,0.417002,0.342382,0.262002,0.251506,0.286613,0.234391,0.239677,0.243678,0.227018,0.027365,0.006542,0.030730,0.017228,0.013754,0.012518,0.046476,0.002499,0.016895,0.010352,0.025185,0.004513,0.015264,sick
0.113482,0.001962,3.094398,0.186551,0.188984,0.997251,0.004410,0.169767,-31.487229,0.801479,-0.483694,-0.312167,-0.311036,0.176579,-0.369109,-0.059901,-0.213256,0.064056,0.027064,-0.094933,-0.032832,0.012858,0.008313,0.012623,0.008719,0.008156,0.009330,0.014706,0.006303,0.012557,0.020816,0.010327,0.004521,0.013008,-0.000059,0.000011,-0.001661,0.000027,0.000115,-0.001049,0.000021,-0.000216,0.020704,-0.013062,-0.016594,-0.010708,-0.010057,-0.007274,-0.003311,0.010863,0.010262,-0.000561,-0.007590,-0.008014,-0.003197,0.000047,-0.000226,0.000010,0.000285,0.000018,0.000119,-0.000327,0.000049,-0.000172,0.000011,0.000037,0.000086,-0.000046,0.044465,0.005434,0.308482,0.039355,0.018649,0.528391,0.003742,0.096143,3.328039,0.657493,0.665556,0.508325,0.353867,0.300487,0.373545,0.353830,0.303241,0.282023,0.265650,0.301413,0.211915,0.013089,0.010788,0.012639,0.007539,0.006612,0.011032,0.013827,0.006274,0.014061,0.024544,0.011327,0.004438,0.007831,0.033980,0.006181,0.410222,0.034201,0.020521,0.466916,0.004375,0.084960,1.939827,0.605421,0.537495,0.380418,0.358555,0.283087,0.338490,0.327711,0.321135,0.277639,0.269276,0.283308,0.239521,0.016776,0.012657,0.014287,0.008548,0.007725,0.016123,0.015045,0.008601,0.017188,0.025534,0.013622,0.005753,0.008998,sick
0.052568,0.030272,3.060421,0.120722,0.157755,0.385912,0.024783,0.070336,-27.250426,1.528982,-0.783332,-0.520778,-0.492971,0.077223,-0.109294,0.196609,0.000668,0.067303,-0.114204,-0.017721,0.038652,0.016909,0.010430,0.015902,0.013177,0.019833,0.017943,0.012403,0.004584,0.007559,0.011408,0.013008,0.012072,0.021102,0.000381,0.000000,-0.000766,0.001413,0.001796,-0.003145,0.000064,0.000309,0.181371,0.024863,-0.004604,0.001393,-0.004589,-0.001550,0.003281,0.003920,0.001718,-0.001962,-0.002941,-0.001876,-0.001077,0.000035,0.000059,0.000449,0.000052,-0.001501,0.000029,0.000159,0.000005,0.000035,0.000011,0.000112,0.000021,-0.000342,0.027192,0.035737,0.277750,0.033875,0.034470,0.337941,0.043494,0.051998,2.892903,0.972703,0.566136,0.551713,0.426865,0.403627,0.406908,0.365419,0.402810,0.351623,0.350524,0.243073,0.172578,0.024926,0.017342,0.023144,0.015136,0.025908,0.031336,0.013551,0.005868,0.012490,0.018401,0.021373,0.020160,0.012912,0.022608,0.033817,0.381667,0.034786,0.042951,0.318382,0.060210,0.057425,2.020634,0.865529,0.517968,0.405696,0.364965,0.358538,0.379832,0.331766,0.399408,0.362369,0.357157,0.254817,0.229492,0.030652,0.022069,0.029294,0.019903,0.033287,0.041732,0.014787,0.006331,0.017184,0.022894,0.028082,0.027110,0.014169,sick
0.062286,0.032464,2.993013,0.129187,0.164701,0.450899,0.017198,0.080768,-28.273611,1.812335,-0.638126,-0.527138,-0.277054,0.243039,-0.094256,0.110535,-0.213519,-0.052125,0.031681,0.053711,0.017794,0.006059,0.006372,0.019619,0.017821,0.022336,0.022361,0.023059,0.008772,0.009516,0.011466,0.011850,0.004874,0.016958,0.000134,0.000199,-0.000498,-0.000771,-0.001085,0.000496,0.000045,0.000388,0.090950,-0.005344,-0.008378,0.008089,0.006156,0.001858,-0.004287,-0.000967,-0.006457,0.006795,0.002609,0.001953,0.003573,-0.000023,0.000051,-0.000162,-0.000017,0.000045,0.000021,0.000385,0.000078,-0.000006,0.000228,0.000098,0.000039,0.000043,0.032995,0.063868,0.374538,0.035830,0.033079,0.388357,0.024117,0.060887,3.007192,0.733628,0.756681,0.552634,0.417582,0.432632,0.347546,0.361337,0.269626,0.247836,0.317888,0.239764,0.172422,0.006390,0.007803,0.020280,0.017153,0.018062,0.028984,0.025999,0.018380,0.013867,0.014352,0.010603,0.004311,0.011276,0.031457,0.047216,0.518100,0.038038,0.040700,0.333035,0.023175,0.058314,1.830822,0.657876,0.529789,0.493883,0.373511,0.379979,0.321596,0.344667,0.288416,0.273497,0.319445,0.256893,0.210931,0.007343,0.009871,0.025454,0.020338,0.022031,0.034440,0.038376,0.022489,0.014872,0.012865,0.012775,0.005113,0.014187,sick
